x0,y0,z0,x1,y1,z1,x2,y2,z2
0.271521,1.18719,0,-1.1639,-0.35845,0,0.892375,-0.828739,0
0.265018,1.19065,0,-1.16364,-0.365812,0,0.898624,-0.824837,0
0.258507,1.19407,0,-1.16335,-0.373163,0,0.904844,-0.82091,0
0.251987,1.19746,0,-1.16302,-0.380502,0,0.911036,-0.816956,0
0.245459,1.20081,0,-1.16266,-0.387829,0,0.917199,-0.812977,0
0.238924,1.20412,0,-1.16226,-0.395144,0,0.923333,-0.808972,0
0.232381,1.20739,0,-1.16182,-0.402446,0,0.929438,-0.804942,0
0.225831,1.21062,0,-1.16135,-0.409736,0,0.935515,-0.800887,0
0.219274,1.21382,0,-1.16084,-0.417014,0,0.941562,-0.796807,0
0.21271,1.21698,0,-1.16029,-0.424278,0,0.947581,-0.792702,0
0.20614,1.2201,0,-1.15971,-0.43153,0,0.953571,-0.788574,0
0.199563,1.22319,0,-1.15909,-0.438768,0,0.959531,-0.784421,0
0.19298,1.22624,0,-1.15844,-0.445993,0,0.965463,-0.780245,0
0.186392,1.22925,0,-1.15776,-0.453204,0,0.971365,-0.776044,0
0.179798,1.23222,0,-1.15704,-0.460402,0,0.977238,-0.771821,0
0.173198,1.23516,0,-1.15628,-0.467587,0,0.983082,-0.767575,0
0.166594,1.23806,0,-1.15549,-0.474757,0,0.988896,-0.763305,0
0.159984,1.24093,0,-1.15467,-0.481913,0,0.994682,-0.759014,0
0.15337,1.24375,0,-1.15381,-0.489055,0,1.00044,-0.754699,0
0.146751,1.24655,0,-1.15292,-0.496183,0,1.00616,-0.750363,0
0.140128,1.2493,0,-1.15199,-0.503296,0,1.01186,-0.746005,0
0.133501,1.25202,0,-1.15103,-0.510394,0,1.01753,-0.741625,0
0.12687,1.2547,0,-1.15004,-0.517478,0,1.02317,-0.737223,0
0.120235,1.25735,0,-1.14901,-0.524547,0,1.02878,-0.732801,0
0.113597,1.25996,0,-1.14795,-0.531601,0,1.03436,-0.728357,0
0.106956,1.26253,0,-1.14686,-0.53864,0,1.03991,-0.723893,0
0.100312,1.26507,0,-1.14574,-0.545663,0,1.04543,-0.719408,0
0.0936643,1.26757,0,-1.14458,-0.552671,0,1.05092,-0.714902,0
0.0870145,1.27004,0,-1.14339,-0.559663,0,1.05638,-0.710377,0
0.0803623,1.27247,0,-1.14217,-0.56664,0,1.06181,-0.705832,0
0.0737078,1.27487,0,-1.14092,-0.573601,0,1.06721,-0.701267,0
0.0670512,1.27723,0,-1.13964,-0.580546,0,1.07259,-0.696682,0
0.0603928,1.27955,0,-1.13832,-0.587475,0,1.07793,-0.692079,0
0.0537328,1.28184,0,-1.13698,-0.594388,0,1.08324,-0.687456,0
0.0470713,1.2841,0,-1.1356,-0.601285,0,1.08853,-0.682815,0
0.0404085,1.28632,0,-1.13419,-0.608165,0,1.09378,-0.678155,0
0.0337446,1.28851,0,-1.13275,-0.615029,0,1.09901,-0.673476,0
0.0270798,1.29066,0,-1.13128,-0.621876,0,1.1042,-0.66878,0
0.0204142,1.29277,0,-1.12978,-0.628707,0,1.10937,-0.664065,0
0.0137481,1.29485,0,-1.12825,-0.635521,0,1.1145,-0.659333,0
0.0070817,1.2969,0,-1.12669,-0.642318,0,1.11961,-0.654584,0
0.000415071,1.29891,0,-1.1251,-0.649098,0,1.12469,-0.649816,0
-0.00625157,1.30089,0,-1.12348,-0.65586,0,1.12973,-0.645032,0
-0.012918,1.30284,0,-1.12183,-0.662606,0,1.13475,-0.640231,0
-0.0195842,1.30475,0,-1.12015,-0.669334,0,1.13974,-0.635413,0
-0.0262498,1.30662,0,-1.11844,-0.676045,0,1.14469,-0.630579,0
-0.0329148,1.30847,0,-1.11671,-0.682739,0,1.14962,-0.625729,0
-0.0395789,1.31028,0,-1.11494,-0.689414,0,1.15452,-0.620862,0
-0.046242,1.31205,0,-1.11315,-0.696073,0,1.15939,-0.615979,0
-0.0529039,1.31379,0,-1.11133,-0.702713,0,1.16423,-0.611081,0
-0.0595645,1.3155,0,-1.10948,-0.709336,0,1.16904,-0.606167,0
-0.0662235,1.31718,0,-1.1076,-0.71594,0,1.17382,-0.601238,0
-0.0728809,1.31882,0,-1.10569,-0.722527,0,1.17857,-0.596293,0
