x,y,potential
-1.73935,0.345865,-2.13648
-1.73935,0.35589,-2.13936
-1.73935,0.365915,-2.14233
-1.73935,0.37594,-2.14539
-1.73935,0.385965,-2.14853
-1.73935,0.39599,-2.15176
-1.73935,0.406015,-2.15507
-1.73935,0.41604,-2.15847
-1.73935,0.426065,-2.16196
-1.73935,0.43609,-2.16553
-1.73935,0.446115,-2.16918
-1.73935,0.45614,-2.17292
-1.73935,0.466165,-2.17675
-1.73935,0.47619,-2.18067
-1.73935,0.486216,-2.18467
-1.73935,0.496241,-2.18876
-1.73935,0.506266,-2.19294
-1.73935,0.516291,-2.1972
-1.73935,0.526316,-2.20156
-1.73935,0.536341,-2.206
-1.73935,0.546366,-2.21052
-1.73935,0.556391,-2.21514
-1.73935,0.566416,-2.21985
-1.73935,0.576441,-2.22464
-1.73935,0.586466,-2.22952
-1.73935,0.596491,-2.2345
-1.73935,0.606516,-2.23956
-1.73935,0.616541,-2.24471
-1.73935,0.626566,-2.24995
-1.73935,0.636591,-2.25528
-1.73935,0.646617,-2.26071
-1.73935,0.656642,-2.26622
-1.73935,0.666667,-2.27182
-1.73935,0.676692,-2.27751
-1.73935,0.686717,-2.2833
-1.73935,0.696742,-2.28918
-1.73935,0.706767,-2.29514
-1.73935,0.716792,-2.3012
-1.73935,0.726817,-2.30736
-1.73935,0.736842,-2.3136
-1.73935,0.746867,-2.31994
-1.73935,0.756892,-2.32637
-1.73935,0.766917,-2.33289
-1.73935,0.776942,-2.3395
-1.73935,0.786967,-2.34621
-1.73935,0.796992,-2.35301
-1.73935,0.807018,-2.35991
-1.73935,0.817043,-2.3669
-1.73935,0.827068,-2.37398
-1.73935,0.837093,-2.38116
-1.73935,0.847118,-2.38843
-1.73935,0.857143,-2.39579
-1.73935,0.867168,-2.40325
-1.73935,0.877193,-2.41081
-1.73935,0.887218,-2.41846
-1.73935,0.897243,-2.42621
-1.73935,0.907268,-2.43405
-1.73935,0.917293,-2.44199
-1.73935,0.927318,-2.45002
-1.73935,0.937343,-2.45815
-1.73935,0.947368,-2.46638
-1.73935,0.957393,-2.4747
-1.73935,0.967419,-2.48312
-1.73935,0.977444,-2.49163
-1.73935,0.987469,-2.50025
-1.73935,0.997494,-2.50896
-1.73935,1.00752,-2.51776
-1.73935,1.01754,-2.52667
-1.73935,1.02757,-2.53567
-1.73935,1.03759,-2.54477
-1.73935,1.04762,-2.55397
-1.73935,1.05764,-2.56327
-1.73935,1.06767,-2.57266
-1.73935,1.07769,-2.58215
-1.73935,1.08772,-2.59175
-1.73935,1.09774,-2.60144
-1.73935,1.10777,-2.61122
-1.73935,1.11779,-2.62111
-1.73935,1.12782,-2.6311
-1.73935,1.13784,-2.64119
-1.73935,1.14787,-2.65137
-1.73935,1.15789,-2.66166
-1.73935,1.16792,-2.67204
-1.73935,1.17794,-2.68252
-1.73935,1.18797,-2.69311
-1.73935,1.19799,-2.70379
-1.73935,1.20802,-2.71458
-1.73935,1.21805,-2.72546
-1.73935,1.22807,-2.73645
-1.73935,1.2381,-2.74753
-1.73935,1.24812,-2.75872
-1.73935,1.25815,-2.77001
-1.73935,1.26817,-2.78139
-1.73935,1.2782,-2.79288
-1.73935,1.28822,-2.80447
-1.73935,1.29825,-2.81616
-1.73935,1.30827,-2.82796
-1.73935,1.3183,-2.83985
-1.73935,1.32832,-2.85184
-1.73935,1.33835,-2.86394
-1.73935,1.34837,-2.87614
-1.73935,1.3584,-2.88844
-1.73935,1.36842,-2.90084
-1.73935,1.37845,-2.91334
-1.73935,1.38847,-2.92595
-1.73935,1.3985,-2.93866
-1.73935,1.40852,-2.95147
-1.73935,1.41855,-2.96438
-1.73935,1.42857,-2.97739
-1.73935,1.4386,-2.99051
-1.73935,1.44862,-3.00373
-1.73935,1.45865,-3.01705
-1.73935,1.46867,-3.03047
-1.73935,1.4787,-3.044
-1.73935,1.48872,-3.05763
-1.73935,1.49875,-3.07136
-1.73935,1.50877,-3.08519
-1.73935,1.5188,-3.09913
-1.73935,1.52882,-3.11317
-1.73935,1.53885,-3.12731
-1.73935,1.54887,-3.14156
-1.73935,1.5589,-3.15591
-1.73935,1.56892,-3.17036
-1.73935,1.57895,-3.18492
-1.73935,1.58897,-3.19958
-1.73935,1.599,-3.21434
-1.73935,1.60902,-3.22921
-1.73935,1.61905,-3.24418
-1.73935,1.62907,-3.25925
-1.73935,1.6391,-3.27442
-1.73935,1.64912,-3.2897
-1.73935,1.65915,-3.30509
-1.73935,1.66917,-3.32057
-1.73935,1.6792,-3.33616
-1.73935,1.68922,-3.35186
-1.73935,1.69925,-3.36766
-1.73935,1.70927,-3.38356
-1.73935,1.7193,-3.39956
-1.73935,1.72932,-3.41567
-1.73935,1.73935,-3.43189
-1.73935,1.74937,-3.4482
-1.73935,1.7594,-3.46462
-1.73935,1.76942,-3.48115
-1.73935,1.77945,-3.49778
-1.73935,1.78947,-3.51451
-1.73935,1.7995,-3.53135
-1.73935,1.80952,-3.54829
-1.73935,1.81955,-3.56533
-1.73935,1.82957,-3.58248
-1.73935,1.8396,-3.59974
-1.73935,1.84962,-3.61709
-1.73935,1.85965,-3.63456
-1.73935,1.86967,-3.65212
-1.73935,1.8797,-3.66979
-1.73935,1.88972,-3.68757
-1.73935,1.89975,-3.70544
-1.73935,1.90977,-3.72343
-1.73935,1.9198,-3.74151
-1.73935,1.92982,-3.7597
-1.73935,1.93985,-3.778
-1.73935,1.94987,-3.7964
-1.73935,1.9599,-3.8149
-1.73935,1.96992,-3.83351
-1.73935,1.97995,-3.85222
-1.73935,1.98997,-3.87104
-1.73935,2,-3.88996
-1.72932,-2,-3.87351
-1.72932,-1.98997,-3.8546
-1.72932,-1.97995,-3.83579
-1.72932,-1.96992,-3.81708
-1.72932,-1.9599,-3.79848
-1.72932,-1.94987,-3.77999
-1.72932,-1.93985,-3.7616
-1.72932,-1.92982,-3.74331
-1.72932,-1.9198,-3.72513
-1.72932,-1.90977,-3.70705
-1.72932,-1.89975,-3.68908
-1.72932,-1.88972,-3.67121
-1.72932,-1.8797,-3.65344
-1.72932,-1.86967,-3.63578
-1.72932,-1.85965,-3.61823
-1.72932,-1.84962,-3.60077
-1.72932,-1.8396,-3.58343
-1.72932,-1.82957,-3.56618
-1.72932,-1.81955,-3.54904
-1.72932,-1.80952,-3.53201
-1.72932,-1.7995,-3.51508
-1.72932,-1.78947,-3.49825
-1.72932,-1.77945,-3.48153
-1.72932,-1.76942,-3.46491
-1.72932,-1.7594,-3.44839
-1.72932,-1.74937,-3.43198
-1.72932,-1.73935,-3.41567
-1.72932,-1.72932,-3.39947
-1.72932,-1.7193,-3.38337
-1.72932,-1.70927,-3.36738
-1.72932,-1.69925,-3.35148
-1.72932,-1.68922,-3.3357
-1.72932,-1.6792,-3.32001
-1.72932,-1.66917,-3.30443
-1.72932,-1.65915,-3.28896
-1.72932,-1.64912,-3.27359
-1.72932,-1.6391,-3.25832
-1.72932,-1.62907,-3.24315
-1.72932,-1.61905,-3.22809
-1.72932,-1.60902,-3.21313
-1.72932,-1.599,-3.19828
-1.72932,-1.58897,-3.18353
-1.72932,-1.57895,-3.16888
-1.72932,-1.56892,-3.15433
-1.72932,-1.5589,-3.13989
-1.72932,-1.54887,-3.12556
-1.72932,-1.53885,-3.11132
-1.72932,-1.52882,-3.09719
-1.72932,-1.5188,-3.08316
-1.72932,-1.50877,-3.06924
-1.72932,-1.49875,-3.05541
-1.72932,-1.48872,-3.0417
-1.72932,-1.4787,-3.02808
-1.72932,-1.46867,-3.01456
-1.72932,-1.45865,-3.00115
-1.72932,-1.44862,-2.98785
-1.72932,-1.4386,-2.97464
-1.72932,-1.42857,-2.96154
-1.72932,-1.41855,-2.94854
-1.72932,-1.40852,-2.93564
-1.72932,-1.3985,-2.92284
-1.72932,-1.38847,-2.91015
-1.72932,-1.37845,-2.89756
-1.72932,-1.36842,-2.88507
-1.72932,-1.3584,-2.87268
-1.72932,-1.34837,-2.86039
-1.72932,-1.33835,-2.84821
-1.72932,-1.32832,-2.83613
-1.72932,-1.3183,-2.82414
-1.72932,-1.30827,-2.81227
-1.72932,-1.29825,-2.80049
-1.72932,-1.28822,-2.78881
-1.72932,-1.2782,-2.77724
-1.72932,-1.26817,-2.76576
-1.72932,-1.25815,-2.75439
-1.72932,-1.24812,-2.74312
-1.72932,-1.2381,-2.73194
-1.72932,-1.22807,-2.72087
-1.72932,-1.21805,-2.7099
-1.72932,-1.20802,-2.69903
-1.72932,-1.19799,-2.68826
-1.72932,-1.18797,-2.67759
-1.72932,-1.17794,-2.66703
-1.72932,-1.16792,-2.65656
-1.72932,-1.15789,-2.64619
-1.72932,-1.14787,-2.63592
-1.72932,-1.13784,-2.62575
-1.72932,-1.12782,-2.61568
-1.72932,-1.11779,-2.6057
-1.72932,-1.10777,-2.59583
-1.72932,-1.09774,-2.58606
-1.72932,-1.08772,-2.57639
-1.72932,-1.07769,-2.56681
-1.72932,-1.06767,-2.55733
-1.72932,-1.05764,-2.54795
-1.72932,-1.04762,-2.53867
-1.72932,-1.03759,-2.52949
-1.72932,-1.02757,-2.52041
-1.72932,-1.01754,-2.51142
-1.72932,-1.00752,-2.50253
-1.72932,-0.997494,-2.49374
-1.72932,-0.987469,-2.48505
-1.72932,-0.977444,-2.47645
-1.72932,-0.967419,-2.46795
-1.72932,-0.957393,-2.45955
-1.72932,-0.947368,-2.45124
-1.72932,-0.937343,-2.44303
-1.72932,-0.927318,-2.43492
-1.72932,-0.917293,-2.4269
-1.72932,-0.907268,-2.41898
-1.72932,-0.897243,-2.41116
-1.72932,-0.887218,-2.40343
-1.72932,-0.877193,-2.39579
-1.72932,-0.867168,-2.38825
-1.72932,-0.857143,-2.38081
-1.72932,-0.847118,-2.37346
-1.72932,-0.837093,-2.3662
-1.72932,-0.827068,-2.35904
-1.72932,-0.817043,-2.35198
-1.72932,-0.807018,-2.345
-1.72932,-0.796992,-2.33813
-1.72932,-0.786967,-2.33134
-1.72932,-0.776942,-2.32465
-1.72932,-0.766917,-2.31805
-1.72932,-0.756892,-2.31155
-1.72932,-0.746867,-2.30513
-1.72932,-0.736842,-2.29881
-1.72932,-0.726817,-2.29258
-1.72932,-0.716792,-2.28645
-1.72932,-0.706767,-2.28041
-1.72932,-0.696742,-2.27445
-1.72932,-0.686717,-2.26859
-1.72932,-0.676692,-2.26282
-1.72932,-0.666667,-2.25715
-1.72932,-0.656642,-2.25156
-1.72932,-0.646617,-2.24606
-1.72932,-0.636591,-2.24066
-1.72932,-0.626566,-2.23534
-1.72932,-0.616541,-2.23011
-1.72932,-0.606516,-2.22498
-1.72932,-0.596491,-2.21993
-1.72932,-0.586466,-2.21497
-1.72932,-0.576441,-2.2101
-1.72932,-0.566416,-2.20532
-1.72932,-0.556391,-2.20063
-1.72932,-0.546366,-2.19603
-1.72932,-0.536341,-2.19152
-1.72932,-0.526316,-2.18709
-1.72932,-0.516291,-2.18275
-1.72932,-0.506266,-2.1785
-1.72932,-0.496241,-2.17434
-1.72932,-0.486216,-2.17026
-1.72932,-0.47619,-2.16627
-1.72932,-0.466165,-2.16237
-1.72932,-0.45614,-2.15855
-1.72932,-0.446115,-2.15482
-1.72932,-0.43609,-2.15118
-1.72932,-0.426065,-2.14762
-1.72932,-0.41604,-2.14415
-1.72932,-0.406015,-2.14076
-1.72932,-0.39599,-2.13746
-1.72932,-0.385965,-2.13425
-1.72932,-0.37594,-2.13112
-1.72932,-0.365915,-2.12807
-1.72932,-0.35589,-2.12511
-1.72932,-0.345865,-2.12223
-1.72932,-0.33584,-2.11944
-1.72932,-0.325815,-2.11673
-1.72932,-0.315789,-2.11411
-1.72932,-0.305764,-2.11157
-1.72932,-0.295739,-2.10911
-1.72932,-0.285714,-2.10674
-1.72932,-0.275689,-2.10445
-1.72932,-0.265664,-2.10224
-1.72932,-0.255639,-2.10012
-1.72932,-0.245614,-2.09807
-1.72932,-0.235589,-2.09612
-1.72932,-0.225564,-2.09424
-1.72932,-0.215539,-2.09245
-1.72932,-0.205514,-2.09074
-1.72932,-0.195489,-2.08911
-1.72932,-0.185464,-2.08756
-1.72932,-0.175439,-2.0861
-1.72932,-0.165414,-2.08471
-1.72932,-0.155388,-2.08341
-1.72932,-0.145363,-2.08219
-1.72932,-0.135338,-2.08106
-1.72932,-0.125313,-2.08
-1.72932,-0.115288,-2.07903
-1.72932,-0.105263,-2.07813
-1.72932,-0.0952381,-2.07732
-1.72932,-0.085213,-2.07659
-1.72932,-0.075188,-2.07594
-1.72932,-0.0651629,-2.07538
-1.72932,-0.0551378,-2.07489
-1.72932,-0.0451128,-2.07448
-1.72932,-0.0350877,-2.07416
-1.72932,-0.0250627,-2.07392
-1.72932,-0.0150376,-2.07375
-1.72932,-0.00501253,-2.07367
-1.72932,0.00501253,-2.07367
-1.72932,0.0150376,-2.07375
-1.72932,0.0250627,-2.07392
-1.72932,0.0350877,-2.07416
-1.72932,0.0451128,-2.07448
-1.72932,0.0551378,-2.07489
-1.72932,0.0651629,-2.07538
-1.72932,0.075188,-2.07594
-1.72932,0.085213,-2.07659
-1.72932,0.0952381,-2.07732
-1.72932,0.105263,-2.07813
-1.72932,0.115288,-2.07903
-1.72932,0.125313,-2.08
-1.72932,0.135338,-2.08106
-1.72932,0.145363,-2.08219
-1.72932,0.155388,-2.08341
-1.72932,0.165414,-2.08471
-1.72932,0.175439,-2.0861
-1.72932,0.185464,-2.08756
-1.72932,0.195489,-2.08911
-1.72932,0.205514,-2.09074
-1.72932,0.215539,-2.09245
-1.72932,0.225564,-2.09424
-1.72932,0.235589,-2.09612
-1.72932,0.245614,-2.09807
-1.72932,0.255639,-2.10012
-1.72932,0.265664,-2.10224
-1.72932,0.275689,-2.10445
-1.72932,0.285714,-2.10674
-1.72932,0.295739,-2.10911
-1.72932,0.305764,-2.11157
-1.72932,0.315789,-2.11411
-1.72932,0.325815,-2.11673
-1.72932,0.33584,-2.11944
-1.72932,0.345865,-2.12223
-1.72932,0.35589,-2.12511
-1.72932,0.365915,-2.12807
-1.72932,0.37594,-2.13112
-1.72932,0.385965,-2.13425
-1.72932,0.39599,-2.13746
-1.72932,0.406015,-2.14076
-1.72932,0.41604,-2.14415
-1.72932,0.426065,-2.14762
-1.72932,0.43609,-2.15118
-1.72932,0.446115,-2.15482
-1.72932,0.45614,-2.15855
-1.72932,0.466165,-2.16237
-1.72932,0.47619,-2.16627
-1.72932,0.486216,-2.17026
-1.72932,0.496241,-2.17434
-1.72932,0.506266,-2.1785
-1.72932,0.516291,-2.18275
-1.72932,0.526316,-2.18709
-1.72932,0.536341,-2.19152
-1.72932,0.546366,-2.19603
-1.72932,0.556391,-2.20063
-1.72932,0.566416,-2.20532
-1.72932,0.576441,-2.2101
-1.72932,0.586466,-2.21497
-1.72932,0.596491,-2.21993
-1.72932,0.606516,-2.22498
-1.72932,0.616541,-2.23011
-1.72932,0.626566,-2.23534
-1.72932,0.636591,-2.24066
-1.72932,0.646617,-2.24606
-1.72932,0.656642,-2.25156
-1.72932,0.666667,-2.25715
-1.72932,0.676692,-2.26282
-1.72932,0.686717,-2.26859
-1.72932,0.696742,-2.27445
-1.72932,0.706767,-2.28041
-1.72932,0.716792,-2.28645
-1.72932,0.726817,-2.29258
-1.72932,0.736842,-2.29881
-1.72932,0.746867,-2.30513
-1.72932,0.756892,-2.31155
-1.72932,0.766917,-2.31805
-1.72932,0.776942,-2.32465
-1.72932,0.786967,-2.33134
-1.72932,0.796992,-2.33813
-1.72932,0.807018,-2.345
-1.72932,0.817043,-2.35198
-1.72932,0.827068,-2.35904
-1.72932,0.837093,-2.3662
-1.72932,0.847118,-2.37346
-1.72932,0.857143,-2.38081
-1.72932,0.867168,-2.38825
-1.72932,0.877193,-2.39579
-1.72932,0.887218,-2.40343
-1.72932,0.897243,-2.41116
-1.72932,0.907268,-2.41898
-1.72932,0.917293,-2.4269
-1.72932,0.927318,-2.43492
-1.72932,0.937343,-2.44303
-1.72932,0.947368,-2.45124
-1.72932,0.957393,-2.45955
-1.72932,0.967419,-2.46795
-1.72932,0.977444,-2.47645
-1.72932,0.987469,-2.48505
-1.72932,0.997494,-2.49374
-1.72932,1.00752,-2.50253
-1.72932,1.01754,-2.51142
-1.72932,1.02757,-2.52041
-1.72932,1.03759,-2.52949
-1.72932,1.04762,-2.53867
-1.72932,1.05764,-2.54795
-1.72932,1.06767,-2.55733
-1.72932,1.07769,-2.56681
-1.72932,1.08772,-2.57639
-1.72932,1.09774,-2.58606
-1.72932,1.10777,-2.59583
-1.72932,1.11779,-2.6057
-1.72932,1.12782,-2.61568
-1.72932,1.13784,-2.62575
-1.72932,1.14787,-2.63592
-1.72932,1.15789,-2.64619
-1.72932,1.16792,-2.65656
-1.72932,1.17794,-2.66703
-1.72932,1.18797,-2.67759
-1.72932,1.19799,-2.68826
-1.72932,1.20802,-2.69903
-1.72932,1.21805,-2.7099
-1.72932,1.22807,-2.72087
-1.72932,1.2381,-2.73194
-1.72932,1.24812,-2.74312
-1.72932,1.25815,-2.75439
-1.72932,1.26817,-2.76576
-1.72932,1.2782,-2.77724
-1.72932,1.28822,-2.78881
-1.72932,1.29825,-2.80049
-1.72932,1.30827,-2.81227
-1.72932,1.3183,-2.82414
-1.72932,1.32832,-2.83613
-1.72932,1.33835,-2.84821
-1.72932,1.34837,-2.86039
-1.72932,1.3584,-2.87268
-1.72932,1.36842,-2.88507
-1.72932,1.37845,-2.89756
-1.72932,1.38847,-2.91015
-1.72932,1.3985,-2.92284
-1.72932,1.40852,-2.93564
-1.72932,1.41855,-2.94854
-1.72932,1.42857,-2.96154
-1.72932,1.4386,-2.97464
-1.72932,1.44862,-2.98785
-1.72932,1.45865,-3.00115
-1.72932,1.46867,-3.01456
-1.72932,1.4787,-3.02808
-1.72932,1.48872,-3.0417
-1.72932,1.49875,-3.05541
-1.72932,1.50877,-3.06924
-1.72932,1.5188,-3.08316
-1.72932,1.52882,-3.09719
-1.72932,1.53885,-3.11132
-1.72932,1.54887,-3.12556
-1.72932,1.5589,-3.13989
-1.72932,1.56892,-3.15433
-1.72932,1.57895,-3.16888
-1.72932,1.58897,-3.18353
-1.72932,1.599,-3.19828
-1.72932,1.60902,-3.21313
-1.72932,1.61905,-3.22809
-1.72932,1.62907,-3.24315
-1.72932,1.6391,-3.25832
-1.72932,1.64912,-3.27359
-1.72932,1.65915,-3.28896
-1.72932,1.66917,-3.30443
-1.72932,1.6792,-3.32001
-1.72932,1.68922,-3.3357
-1.72932,1.69925,-3.35148
-1.72932,1.70927,-3.36738
-1.72932,1.7193,-3.38337
-1.72932,1.72932,-3.39947
-1.72932,1.73935,-3.41567
-1.72932,1.74937,-3.43198
-1.72932,1.7594,-3.44839
-1.72932,1.76942,-3.46491
-1.72932,1.77945,-3.48153
-1.72932,1.78947,-3.49825
-1.72932,1.7995,-3.51508
-1.72932,1.80952,-3.53201
-1.72932,1.81955,-3.54904
-1.72932,1.82957,-3.56618
-1.72932,1.8396,-3.58343
-1.72932,1.84962,-3.60077
-1.72932,1.85965,-3.61823
-1.72932,1.86967,-3.63578
-1.72932,1.8797,-3.65344
-1.72932,1.88972,-3.67121
-1.72932,1.89975,-3.68908
-1.72932,1.90977,-3.70705
-1.72932,1.9198,-3.72513
-1.72932,1.92982,-3.74331
-1.72932,1.93985,-3.7616
-1.72932,1.94987,-3.77999
-1.72932,1.9599,-3.79848
-1.72932,1.96992,-3.81708
-1.72932,1.97995,-3.83579
-1.72932,1.98997,-3.8546
-1.72932,2,-3.87351
-1.7193,-2,-3.85716
-1.7193,-1.98997,-3.83826
-1.7193,-1.97995,-3.81946
-1.7193,-1.96992,-3.80076
-1.7193,-1.9599,-3.78217
-1.7193,-1.94987,-3.76368
-1.7193,-1.93985,-3.7453
-1.7193,-1.92982,-3.72702
-1.7193,-1.9198,-3.70885
-1.7193,-1.90977,-3.69078
-1.7193,-1.89975,-3.67282
-1.7193,-1.88972,-3.65495
-1.7193,-1.8797,-3.6372
-1.7193,-1.86967,-3.61955
-1.7193,-1.85965,-3.602
-1.7193,-1.84962,-3.58456
-1.7193,-1.8396,-3.56722
-1.7193,-1.82957,-3.54998
-1.7193,-1.81955,-3.53285
-1.7193,-1.80952,-3.51583
-1.7193,-1.7995,-3.49891
-1.7193,-1.78947,-3.48209
-1.7193,-1.77945,-3.46537
-1.7193,-1.76942,-3.44877
-1.7193,-1.7594,-3.43226
-1.7193,-1.74937,-3.41586
-1.7193,-1.73935,-3.39956
-1.7193,-1.72932,-3.38337
-1.7193,-1.7193,-3.36728
-1.7193,-1.70927,-3.3513
-1.7193,-1.69925,-3.33542
-1.7193,-1.68922,-3.31964
-1.7193,-1.6792,-3.30397
-1.7193,-1.66917,-3.2884
-1.7193,-1.65915,-3.27293
-1.7193,-1.64912,-3.25757
-1.7193,-1.6391,-3.24231
-1.7193,-1.62907,-3.22716
-1.7193,-1.61905,-3.21211
-1.7193,-1.60902,-3.19716
-1.7193,-1.599,-3.18232
-1.7193,-1.58897,-3.16758
-1.7193,-1.57895,-3.15295
-1.7193,-1.56892,-3.13841
-1.7193,-1.5589,-3.12398
-1.7193,-1.54887,-3.10966
-1.7193,-1.53885,-3.09544
-1.7193,-1.52882,-3.08132
-1.7193,-1.5188,-3.0673
-1.7193,-1.50877,-3.05339
-1.7193,-1.49875,-3.03958
-1.7193,-1.48872,-3.02587
-1.7193,-1.4787,-3.01227
-1.7193,-1.46867,-2.99877
-1.7193,-1.45865,-2.98537
-1.7193,-1.44862,-2.97207
-1.7193,-1.4386,-2.95888
-1.7193,-1.42857,-2.94579
-1.7193,-1.41855,-2.9328
-1.7193,-1.40852,-2.91992
-1.7193,-1.3985,-2.90713
-1.7193,-1.38847,-2.89445
-1.7193,-1.37845,-2.88188
-1.7193,-1.36842,-2.8694
-1.7193,-1.3584,-2.85703
-1.7193,-1.34837,-2.84475
-1.7193,-1.33835,-2.83258
-1.7193,-1.32832,-2.82052
-1.7193,-1.3183,-2.80855
-1.7193,-1.30827,-2.79668
-1.7193,-1.29825,-2.78492
-1.7193,-1.28822,-2.77326
-1.7193,-1.2782,-2.7617
-1.7193,-1.26817,-2.75024
-1.7193,-1.25815,-2.73888
-1.7193,-1.24812,-2.72762
-1.7193,-1.2381,-2.71647
-1.7193,-1.22807,-2.70541
-1.7193,-1.21805,-2.69445
-1.7193,-1.20802,-2.6836
-1.7193,-1.19799,-2.67285
-1.7193,-1.18797,-2.66219
-1.7193,-1.17794,-2.65164
-1.7193,-1.16792,-2.64118
-1.7193,-1.15789,-2.63083
-1.7193,-1.14787,-2.62058
-1.7193,-1.13784,-2.61042
-1.7193,-1.12782,-2.60037
-1.7193,-1.11779,-2.59041
-1.7193,-1.10777,-2.58055
-1.7193,-1.09774,-2.5708
-1.7193,-1.08772,-2.56114
-1.7193,-1.07769,-2.55158
-1.7193,-1.06767,-2.54212
-1.7193,-1.05764,-2.53276
-1.7193,-1.04762,-2.52349
-1.7193,-1.03759,-2.51433
-1.7193,-1.02757,-2.50526
-1.7193,-1.01754,-2.49629
-1.7193,-1.00752,-2.48742
-1.7193,-0.997494,-2.47864
-1.7193,-0.987469,-2.46997
-1.7193,-0.977444,-2.46139
-1.7193,-0.967419,-2.4529
-1.7193,-0.957393,-2.44452
-1.7193,-0.947368,-2.43623
-1.7193,-0.937343,-2.42804
-1.7193,-0.927318,-2.41994
-1.7193,-0.917293,-2.41194
-1.7193,-0.907268,-2.40403
-1.7193,-0.897243,-2.39622
-1.7193,-0.887218,-2.38851
-1.7193,-0.877193,-2.38089
-1.7193,-0.867168,-2.37337
-1.7193,-0.857143,-2.36594
-1.7193,-0.847118,-2.35861
-1.7193,-0.837093,-2.35137
-1.7193,-0.827068,-2.34423
-1.7193,-0.817043,-2.33718
-1.7193,-0.807018,-2.33022
-1.7193,-0.796992,-2.32336
-1.7193,-0.786967,-2.31659
-1.7193,-0.776942,-2.30992
-1.7193,-0.766917,-2.30334
-1.7193,-0.756892,-2.29685
-1.7193,-0.746867,-2.29045
-1.7193,-0.736842,-2.28415
-1.7193,-0.726817,-2.27794
-1.7193,-0.716792,-2.27182
-1.7193,-0.706767,-2.26579
-1.7193,-0.696742,-2.25986
-1.7193,-0.686717,-2.25401
-1.7193,-0.676692,-2.24826
-1.7193,-0.666667,-2.2426
-1.7193,-0.656642,-2.23702
-1.7193,-0.646617,-2.23154
-1.7193,-0.636591,-2.22615
-1.7193,-0.626566,-2.22085
-1.7193,-0.616541,-2.21564
-1.7193,-0.606516,-2.21052
-1.7193,-0.596491,-2.20549
-1.7193,-0.586466,-2.20055
-1.7193,-0.576441,-2.19569
-1.7193,-0.566416,-2.19093
-1.7193,-0.556391,-2.18625
-1.7193,-0.546366,-2.18167
-1.7193,-0.536341,-2.17717
-1.7193,-0.526316,-2.17276
-1.7193,-0.516291,-2.16843
-1.7193,-0.506266,-2.16419
-1.7193,-0.496241,-2.16004
-1.7193,-0.486216,-2.15598
-1.7193,-0.47619,-2.15201
-1.7193,-0.466165,-2.14812
-1.7193,-0.45614,-2.14431
-1.7193,-0.446115,-2.1406
-1.7193,-0.43609,-2.13697
-1.7193,-0.426065,-2.13342
-1.7193,-0.41604,-2.12996
-1.7193,-0.406015,-2.12659
-1.7193,-0.39599,-2.1233
-1.7193,-0.385965,-2.1201
-1.7193,-0.37594,-2.11698
-1.7193,-0.365915,-2.11394
-1.7193,-0.35589,-2.11099
-1.7193,-0.345865,-2.10813
-1.7193,-0.33584,-2.10535
-1.7193,-0.325815,-2.10265
-1.7193,-0.315789,-2.10003
-1.7193,-0.305764,-2.0975
-1.7193,-0.295739,-2.09505
-1.7193,-0.285714,-2.09269
-1.7193,-0.275689,-2.09041
-1.7193,-0.265664,-2.08821
-1.7193,-0.255639,-2.08609
-1.7193,-0.245614,-2.08406
-1.7193,-0.235589,-2.08211
-1.7193,-0.225564,-2.08024
-1.7193,-0.215539,-2.07846
-1.7193,-0.205514,-2.07675
-1.7193,-0.195489,-2.07513
-1.7193,-0.185464,-2.07359
-1.7193,-0.175439,-2.07213
-1.7193,-0.165414,-2.07075
-1.7193,-0.155388,-2.06946
-1.7193,-0.145363,-2.06825
-1.7193,-0.135338,-2.06711
-1.7193,-0.125313,-2.06606
-1.7193,-0.115288,-2.06509
-1.7193,-0.105263,-2.0642
-1.7193,-0.0952381,-2.06339
-1.7193,-0.085213,-2.06267
-1.7193,-0.075188,-2.06202
-1.7193,-0.0651629,-2.06146
-1.7193,-0.0551378,-2.06097
-1.7193,-0.0451128,-2.06057
-1.7193,-0.0350877,-2.06024
-1.7193,-0.0250627,-2.06
-1.7193,-0.0150376,-2.05984
-1.7193,-0.00501253,-2.05976
-1.7193,0.00501253,-2.05976
-1.7193,0.0150376,-2.05984
-1.7193,0.0250627,-2.06
-1.7193,0.0350877,-2.06024
-1.7193,0.0451128,-2.06057
-1.7193,0.0551378,-2.06097
-1.7193,0.0651629,-2.06146
-1.7193,0.075188,-2.06202
-1.7193,0.085213,-2.06267
-1.7193,0.0952381,-2.06339
-1.7193,0.105263,-2.0642
-1.7193,0.115288,-2.06509
-1.7193,0.125313,-2.06606
-1.7193,0.135338,-2.06711
-1.7193,0.145363,-2.06825
-1.7193,0.155388,-2.06946
-1.7193,0.165414,-2.07075
-1.7193,0.175439,-2.07213
-1.7193,0.185464,-2.07359
-1.7193,0.195489,-2.07513
-1.7193,0.205514,-2.07675
-1.7193,0.215539,-2.07846
-1.7193,0.225564,-2.08024
-1.7193,0.235589,-2.08211
-1.7193,0.245614,-2.08406
-1.7193,0.255639,-2.08609
-1.7193,0.265664,-2.08821
-1.7193,0.275689,-2.09041
-1.7193,0.285714,-2.09269
-1.7193,0.295739,-2.09505
-1.7193,0.305764,-2.0975
-1.7193,0.315789,-2.10003
-1.7193,0.325815,-2.10265
